Datetime,Sentiment,Category,Score
2020-06-28 07:52:39,positive,animals,72
2020-12-07 11:20:03,positive,animals,50
2020-09-18 01:49:57,negative,animals,0
2021-05-30 02:56:33,positive,animals,50
2020-11-21 10:34:01,neutral,animals,35
2020-11-07 15:28:13,positive,animals,72
2021-01-28 07:37:19,positive,animals,65
2020-07-06 06:29:11,positive,animals,70
2021-02-03 19:14:43,positive,animals,72
2021-01-14 10:26:02,positive,animals,65
2021-03-21 08:08:44,positive,animals,65
2021-02-16 22:01:21,positive,animals,30
2021-05-18 16:47:17,negative,animals,10
2020-12-29 05:21:07,positive,culture,60
2020-12-11 13:43:36,negative,culture,10
2021-02-16 20:14:16,neutral,culture,35
2020-06-23 17:51:11,negative,culture,0
2021-03-06 23:16:42,positive,culture,70
2021-05-24 23:25:12,positive,culture,60
2021-01-09 08:33:02,positive,culture,30
2020-11-26 00:06:14,positive,culture,60
2020-10-24 01:21:47,neutral,culture,35
2021-02-05 06:42:47,negative,culture,12
2020-07-13 17:04:59,positive,culture,45
2020-12-26 22:20:24,neutral,culture,35
2020-12-31 03:23:44,negative,culture,15
2021-03-30 10:52:20,positive,culture,60
2020-12-09 10:57:14,positive,culture,75
2021-05-16 00:16:32,positive,culture,70
2021-01-24 03:54:36,negative,culture,15
2021-01-04 14:42:05,positive,culture,60
2021-03-29 11:39:25,positive,culture,45
2020-07-11 08:42:11,negative,culture,10
2020-11-23 08:15:04,negative,culture,15
2021-02-25 03:12:50,negative,culture,10
2021-05-12 02:53:21,positive,culture,65
2021-02-01 13:56:43,positive,culture,70
2021-03-31 18:19:18,negative,culture,5
2021-03-13 18:05:16,positive,culture,70
2021-06-12 22:07:11,positive,culture,30
2020-11-26 21:03:45,positive,culture,65
2021-05-23 03:02:42,positive,culture,75
2020-11-30 16:03:09,negative,culture,10
2020-07-21 10:54:36,negative,culture,12
2020-06-21 11:21:40,positive,culture,50
2020-11-16 06:38:34,positive,culture,30
2020-11-13 03:45:05,positive,culture,72
2020-07-03 17:10:12,positive,culture,30
2021-03-30 02:04:07,positive,culture,60
2021-04-18 07:14:12,negative,culture,12
2020-12-07 05:01:54,negative,culture,10
2020-09-11 20:09:34,positive,culture,75
2020-08-03 13:52:48,negative,culture,12
2020-09-26 20:51:54,positive,culture,70
2020-10-29 05:23:38,negative,culture,5
2020-07-28 22:54:24,negative,culture,12
2021-03-06 05:00:00,positive,culture,50
2021-06-12 15:33:17,neutral,culture,35
2020-10-03 09:53:13,positive,culture,30
2020-08-05 04:29:59,neutral,culture,35
2021-05-29 21:03:14,negative,culture,12
2021-05-23 11:10:54,negative,culture,15
2020-09-06 02:01:06,negative,culture,5
2020-08-27 18:29:19,positive,culture,60
2020-09-28 17:29:59,positive,culture,65
2020-07-20 15:09:56,positive,culture,45
2020-11-15 14:53:52,negative,culture,12
2021-02-21 21:42:14,negative,culture,5
2021-01-08 18:45:35,positive,culture,65
2021-04-24 17:09:24,positive,culture,75
2021-03-27 20:22:43,positive,culture,30
2020-12-21 18:14:26,positive,culture,50
2020-09-25 06:36:58,negative,culture,15
2020-11-19 20:16:13,positive,culture,30
2021-04-01 06:39:26,positive,culture,30
2020-07-30 02:31:21,positive,culture,75
2020-07-28 02:29:54,negative,culture,15
2021-05-09 23:50:15,positive,culture,30
2021-04-16 01:20:35,positive,culture,65
2021-01-06 16:21:20,negative,culture,0
2020-12-18 14:50:19,positive,culture,60
2021-01-04 17:03:16,positive,culture,45
2021-02-16 11:08:54,negative,culture,12
2020-06-23 09:32:27,positive,culture,72
2021-06-04 06:12:40,negative,culture,12
2020-12-10 05:17:15,positive,culture,65
2020-12-18 12:55:20,positive,culture,50
2020-10-20 01:58:34,positive,culture,50
2021-01-18 08:04:01,neutral,culture,35
2021-01-16 11:07:20,positive,culture,75
2021-02-02 13:46:34,negative,culture,12
2021-01-29 20:30:35,negative,dogs,0
2021-01-26 11:39:23,positive,dogs,70
2020-12-13 04:22:28,positive,dogs,70
2020-12-10 13:36:02,positive,dogs,50
2020-09-25 19:56:00,positive,healthy eating,72
2020-08-16 09:24:50,positive,healthy eating,45
2021-05-14 06:14:07,negative,healthy eating,12
2021-01-15 20:06:38,positive,healthy eating,50
2021-05-09 17:16:40,negative,healthy eating,15
2021-04-26 02:53:08,positive,healthy eating,70
2020-07-20 08:41:41,positive,healthy eating,72
2021-06-18 02:00:03,negative,healthy eating,10
2020-10-11 09:30:45,negative,healthy eating,12
2020-11-01 13:29:11,neutral,healthy eating,35
2020-12-24 09:36:10,positive,healthy eating,30
2020-08-31 12:37:22,negative,healthy eating,0
2020-10-17 11:05:33,positive,healthy eating,70
2021-04-07 23:00:35,neutral,healthy eating,20
2021-04-17 04:00:02,positive,healthy eating,75
2021-02-08 07:29:43,negative,healthy eating,5
2021-01-31 12:46:51,negative,healthy eating,5
2020-09-18 11:27:49,negative,healthy eating,12
2020-12-30 11:02:29,positive,healthy eating,65
2020-09-06 12:50:03,positive,healthy eating,45
2021-04-18 19:42:24,positive,healthy eating,72
2020-07-04 02:42:19,positive,healthy eating,75
2021-03-31 17:20:08,neutral,healthy eating,35
2020-11-02 05:15:58,negative,healthy eating,15
2021-04-16 20:09:15,negative,healthy eating,15
2021-05-03 06:09:50,positive,healthy eating,45
2020-06-23 09:36:11,positive,healthy eating,30
2020-09-24 09:06:44,positive,healthy eating,75
2020-12-05 14:01:30,negative,healthy eating,12
2020-12-22 15:20:45,negative,healthy eating,12
2020-07-03 06:23:44,positive,healthy eating,70
2021-03-02 13:44:20,positive,healthy eating,60
2020-06-24 11:46:02,negative,healthy eating,5
2021-05-29 12:27:00,positive,healthy eating,70
2020-11-05 05:42:53,positive,healthy eating,60
2020-06-21 10:18:13,neutral,healthy eating,20
2020-07-26 15:17:16,positive,healthy eating,60
2020-07-05 16:46:12,positive,healthy eating,30
2021-02-18 09:30:46,positive,healthy eating,70
2021-04-26 12:19:01,positive,healthy eating,50
2020-07-04 16:52:22,positive,healthy eating,70
2020-12-18 14:28:25,positive,healthy eating,65
2020-06-22 13:34:08,negative,technology,15
2020-11-25 07:00:52,positive,technology,30
2020-10-01 10:15:42,neutral,technology,20
2020-12-06 10:08:51,negative,technology,15
2021-04-04 12:19:27,positive,technology,50
2020-09-03 21:34:01,positive,technology,70
2020-09-13 10:21:39,negative,technology,15
2020-07-29 22:16:51,positive,technology,70
2021-02-16 09:27:09,positive,healthy eating,72
2021-05-11 04:07:59,negative,healthy eating,0
2021-02-20 21:03:39,positive,healthy eating,75
2020-07-30 10:33:36,positive,healthy eating,30
2020-09-07 20:25:58,neutral,healthy eating,20
2020-07-23 17:10:53,neutral,healthy eating,20
2021-04-27 07:18:39,negative,healthy eating,10
2020-10-25 11:47:55,positive,healthy eating,70
2020-11-25 23:07:54,positive,healthy eating,70
2020-12-26 02:50:03,negative,healthy eating,15
2021-05-22 06:03:55,neutral,healthy eating,35
2020-10-20 05:29:14,positive,healthy eating,70
2021-01-06 18:16:46,negative,healthy eating,0
2020-10-18 22:40:39,neutral,healthy eating,35
2021-06-11 02:47:43,positive,healthy eating,60
2020-12-20 09:07:53,neutral,healthy eating,20
2020-12-08 06:00:45,positive,healthy eating,72
2020-08-01 06:02:02,neutral,healthy eating,35
2020-09-12 04:53:27,positive,healthy eating,65
2021-03-31 10:59:23,negative,healthy eating,0
2021-02-01 16:16:47,positive,healthy eating,30
2020-07-09 12:20:09,positive,healthy eating,45
2020-07-13 11:22:10,negative,healthy eating,10
2020-08-22 13:39:45,positive,fitness,65
2021-01-04 06:34:11,positive,fitness,70
2020-10-10 21:38:32,negative,fitness,5
2021-04-14 07:02:47,positive,fitness,65
2021-05-20 23:04:52,positive,technology,72
2020-12-04 14:36:53,positive,technology,60
2020-11-05 15:36:43,positive,technology,70
2020-08-29 02:38:26,positive,technology,65
2020-07-05 07:28:19,positive,technology,50
2020-12-08 02:52:30,positive,technology,70
2020-06-21 13:30:37,negative,technology,10
2020-10-01 13:50:46,positive,technology,70
2020-12-27 21:35:07,positive,technology,65
2020-07-07 07:39:47,positive,technology,72
2020-09-26 03:56:22,negative,technology,0
2020-08-13 20:38:05,positive,technology,65
2020-09-13 00:28:20,positive,technology,70
2020-07-09 20:12:44,positive,technology,65
2020-06-25 21:17:20,positive,technology,50
2020-10-06 01:50:32,negative,technology,12
2021-04-08 16:53:21,neutral,technology,35
2021-05-19 22:37:02,negative,technology,0
2021-06-11 15:52:41,positive,technology,30
2021-05-31 10:36:28,positive,technology,70
2020-08-01 14:51:59,positive,technology,75
2021-03-16 17:22:10,neutral,technology,20
2020-10-31 21:48:43,neutral,technology,20
2021-06-03 20:39:52,positive,technology,72
2021-03-10 04:30:57,positive,technology,30
2020-12-24 21:50:42,positive,technology,75
2020-10-14 10:13:53,positive,technology,70
2020-12-27 09:21:10,negative,technology,0
2020-11-20 16:58:54,positive,technology,30
2021-04-25 02:30:19,positive,technology,75
2021-05-06 19:23:13,negative,technology,10
2021-04-08 17:34:50,positive,technology,70
2021-01-09 06:54:44,positive,technology,72
2021-05-25 04:38:47,neutral,soccer,20
2021-02-22 22:29:18,negative,soccer,10
2021-01-15 02:10:33,negative,soccer,10
2020-10-12 11:36:52,negative,soccer,15
2020-12-03 15:04:57,positive,soccer,45
2021-05-17 19:33:16,positive,soccer,60
2020-06-24 00:51:28,positive,soccer,50
2020-09-20 14:56:38,positive,soccer,75
2020-08-28 05:34:19,negative,soccer,5
2021-03-01 09:18:08,neutral,science,35
2021-04-21 09:51:21,positive,science,45
2020-09-09 11:20:53,negative,science,10
2020-09-10 10:37:23,positive,science,65
2021-01-26 20:41:57,positive,science,60
2021-05-17 08:10:42,negative,science,15
2020-12-08 20:10:28,negative,science,15
2020-07-26 05:42:39,positive,science,60
2021-04-24 23:49:59,negative,science,15
2020-11-11 15:23:16,positive,science,70
2021-02-28 05:15:10,neutral,science,20
2021-04-02 18:38:03,positive,science,45
2020-12-15 14:51:55,positive,science,60
2020-09-15 12:15:58,negative,science,10
2021-03-18 18:45:16,positive,science,70
2021-04-22 22:34:53,positive,science,30
2020-11-25 20:44:15,positive,science,70
2021-05-07 12:33:28,positive,science,65
2021-03-16 03:06:52,negative,science,12
2021-04-19 09:55:38,negative,science,10
2021-04-02 23:50:47,positive,science,72
2021-06-15 07:34:56,negative,science,10
2020-10-08 10:07:35,positive,science,45
2021-03-17 18:50:48,positive,science,70
2021-04-15 13:55:50,positive,science,70
2020-06-29 05:00:12,negative,science,0
2020-12-16 14:06:44,positive,science,70
2021-03-23 15:27:42,neutral,science,20
2020-11-10 10:10:40,negative,science,12
2020-10-23 03:34:30,negative,science,5
2020-10-21 12:01:38,positive,science,30
2020-07-04 03:30:39,neutral,science,20
2020-11-03 22:22:58,neutral,science,35
2021-05-12 23:10:08,neutral,science,20
2021-05-08 07:22:54,positive,science,65
2021-04-02 06:09:53,positive,science,75
2020-11-19 14:01:05,negative,science,5
2020-12-28 20:19:49,neutral,science,20
2021-05-19 06:26:53,positive,science,30
2020-10-02 00:55:10,positive,cooking,70
2020-09-28 08:35:52,neutral,cooking,35
2020-11-27 12:34:30,positive,cooking,72
2021-04-22 18:24:02,positive,cooking,70
2020-12-20 01:49:16,negative,cooking,5
2020-06-23 14:00:06,positive,animals,70
2021-01-13 08:51:29,positive,animals,45
2020-10-29 15:18:02,positive,animals,65
2020-12-07 19:04:55,positive,animals,70
2020-11-26 18:30:02,positive,animals,30
2020-09-15 08:34:33,positive,animals,70
2020-11-23 18:39:33,positive,animals,70
2020-12-08 08:30:22,negative,animals,15
2020-09-04 20:20:58,neutral,animals,20
2021-02-25 15:49:04,negative,animals,0
2021-01-24 17:22:38,negative,animals,15
2021-05-31 19:32:34,positive,animals,30
2021-03-31 05:40:39,negative,animals,0
2021-03-07 16:21:12,neutral,animals,20
2021-01-15 13:29:53,positive,animals,45
2021-05-16 07:34:22,negative,animals,10
2021-04-08 21:03:04,negative,animals,5
2021-04-26 02:59:29,positive,animals,75
2020-09-10 18:11:08,positive,animals,50
2021-01-16 23:10:02,positive,animals,70
2020-12-26 17:29:40,positive,animals,75
2021-06-07 16:38:36,negative,animals,15
2021-02-20 11:16:46,positive,animals,70
2021-05-19 01:21:30,positive,animals,75
2020-12-24 22:14:39,positive,animals,45
2021-05-01 03:48:00,positive,animals,50
2020-11-10 06:02:59,negative,animals,15
2020-12-22 17:33:30,positive,animals,50
2020-10-29 17:04:28,neutral,animals,35
2020-06-19 04:40:16,neutral,animals,20
2020-09-08 06:35:08,neutral,soccer,20
2020-09-04 22:43:26,negative,soccer,5
2020-12-09 10:56:42,positive,soccer,72
2021-01-13 17:57:04,negative,soccer,10
2021-02-01 01:00:09,negative,soccer,12
2021-02-26 19:03:31,negative,soccer,10
2021-05-01 10:22:01,positive,soccer,65
2020-10-23 18:00:59,negative,soccer,5
2020-11-20 16:03:15,positive,fitness,45
2020-08-28 19:31:28,negative,fitness,15
2020-12-25 02:21:47,positive,fitness,70
2020-08-10 11:09:12,positive,fitness,70
2021-04-14 16:37:51,positive,fitness,75
2020-09-16 08:23:25,negative,fitness,15
2021-04-22 08:30:55,positive,fitness,50
2020-11-19 10:38:33,negative,fitness,12
2021-01-20 18:53:53,positive,fitness,75
2020-08-04 12:39:14,positive,fitness,60
2020-07-04 16:06:09,neutral,fitness,20
2020-08-16 12:26:22,positive,fitness,60
2020-11-02 07:16:53,positive,fitness,70
2020-11-05 02:37:41,positive,fitness,50
2020-10-05 08:17:40,negative,fitness,12
2020-12-11 05:21:57,positive,fitness,75
2021-03-14 10:51:53,positive,fitness,75
2020-09-08 16:22:29,negative,fitness,10
2020-11-08 05:25:26,positive,fitness,60
2021-03-10 00:20:00,negative,fitness,12
2021-04-01 04:53:36,neutral,fitness,35
2020-11-05 08:41:45,negative,fitness,0
2021-02-27 12:32:49,positive,fitness,60
2021-06-15 06:39:33,positive,fitness,30
2020-07-02 00:18:27,positive,fitness,65
2021-05-15 00:35:18,positive,fitness,72
2020-09-08 02:38:41,negative,dogs,15
2021-06-17 12:05:08,neutral,dogs,35
2020-10-01 06:34:59,neutral,dogs,35
2020-08-03 19:47:55,positive,dogs,65
2021-03-13 10:30:25,neutral,dogs,35
2020-11-25 18:44:47,positive,dogs,60
2020-10-03 01:45:38,positive,dogs,45
2020-07-30 03:25:52,positive,dogs,65
2020-11-12 07:09:50,neutral,dogs,35
2020-10-26 18:14:04,positive,dogs,50
2021-03-27 14:37:45,positive,dogs,75
2021-02-06 03:00:19,negative,dogs,15
2021-04-06 13:50:46,positive,dogs,50
2021-06-04 06:49:57,positive,dogs,70
2020-11-28 19:31:05,positive,dogs,70
2020-11-28 19:50:13,positive,dogs,70
2021-05-15 17:02:42,neutral,dogs,35
2021-04-27 13:36:49,positive,dogs,72
2020-08-30 15:07:46,negative,dogs,5
2021-02-05 05:16:56,negative,dogs,0
2021-06-09 15:17:14,negative,dogs,0
2021-01-08 14:51:04,positive,dogs,72
2021-02-16 01:51:44,negative,dogs,0
2021-05-28 22:34:33,negative,dogs,10
2020-12-12 21:02:25,positive,dogs,60
2020-11-13 08:13:40,positive,healthy eating,45
2020-09-29 14:07:50,neutral,healthy eating,35
2021-03-03 20:09:20,positive,science,65
2021-04-17 13:43:28,positive,science,50
2021-05-26 19:27:35,negative,science,12
2020-11-06 09:50:15,positive,science,50
2021-01-16 01:07:00,negative,science,10
2020-08-25 15:04:03,positive,science,65
2020-10-12 22:52:04,negative,science,12
2020-10-13 09:36:29,positive,science,45
2021-05-18 06:05:45,neutral,science,20
2021-03-16 12:09:25,negative,science,12
2020-08-22 21:37:44,positive,science,70
2020-08-01 05:36:25,positive,science,70
2020-09-04 00:08:06,negative,science,15
2021-06-17 22:37:46,positive,science,70
2021-05-18 01:41:16,neutral,science,35
2020-09-12 14:30:57,negative,science,15
2020-07-17 17:08:22,positive,science,50
2020-06-19 19:15:14,negative,science,0
2020-07-24 02:55:39,positive,science,45
2021-04-30 10:35:26,positive,science,65
2021-03-23 19:44:06,positive,science,30
2020-11-11 07:15:54,neutral,science,35
2020-12-12 05:10:27,positive,science,50
2021-02-11 10:35:23,neutral,science,20
2021-04-02 04:53:30,positive,science,75
2020-07-25 23:37:43,negative,science,12
2021-04-12 13:56:42,positive,science,70
2021-01-27 02:44:48,negative,science,0
2021-04-12 23:02:05,negative,science,0
2021-03-14 06:10:40,neutral,science,35
2021-02-14 04:49:34,positive,science,60
2021-02-20 16:44:35,negative,science,0
2021-06-02 19:45:24,positive,science,60
2021-06-13 07:56:23,positive,science,70
2020-10-22 10:56:07,positive,science,45
2021-04-10 15:40:48,negative,science,12
2020-08-21 19:32:21,neutral,science,35
2020-08-24 07:48:16,positive,science,50
2020-11-21 13:34:47,negative,cooking,0
2021-04-11 15:53:43,positive,cooking,60
2021-04-21 11:29:33,positive,cooking,72
2021-02-13 19:34:12,positive,cooking,30
2021-03-14 19:53:56,positive,cooking,65
2021-05-24 19:11:08,positive,cooking,70
2021-04-20 20:51:44,positive,cooking,30
2020-10-15 09:18:44,positive,cooking,50
2021-01-14 06:43:58,negative,cooking,0
2020-12-17 09:58:43,positive,cooking,60
2020-08-16 12:24:35,neutral,cooking,35
2020-07-27 02:37:23,negative,cooking,10
2021-06-12 05:22:35,neutral,cooking,35
2020-08-13 14:05:04,positive,cooking,70
2021-05-15 06:56:33,positive,soccer,72
2020-07-14 19:32:41,positive,soccer,75
2020-08-11 17:00:59,neutral,soccer,35
2021-06-16 11:01:28,negative,soccer,10
2020-09-01 14:46:22,negative,soccer,0
2020-12-19 21:09:12,positive,soccer,72
2021-04-12 04:21:32,negative,soccer,15
2021-03-02 13:05:47,positive,soccer,65
2021-03-02 08:41:57,negative,dogs,5
2021-01-10 05:47:06,negative,dogs,15
2020-07-25 05:34:29,positive,dogs,45
2021-03-22 09:06:24,positive,dogs,70
2021-04-12 06:31:15,positive,dogs,72
2020-07-19 09:42:56,neutral,dogs,20
2020-08-04 21:47:57,negative,dogs,0
2020-08-06 03:48:35,positive,dogs,45
2020-08-22 00:30:08,positive,dogs,72
2020-12-28 04:50:20,positive,dogs,72
2020-10-08 23:31:18,positive,dogs,50
2020-08-09 17:52:28,positive,dogs,65
2021-04-16 16:28:59,positive,dogs,70
2021-04-20 20:00:55,positive,dogs,75
2020-11-25 22:19:55,negative,dogs,15
2021-04-08 01:32:37,negative,dogs,15
2020-10-19 05:58:01,positive,dogs,70
2020-12-10 13:05:04,positive,dogs,75
2020-09-06 06:25:25,positive,dogs,72
2021-04-12 06:58:32,negative,dogs,5
2020-12-26 00:40:28,neutral,dogs,20
2020-12-19 08:22:10,neutral,dogs,35
2021-01-25 19:30:56,neutral,dogs,35
2021-03-30 01:41:26,negative,dogs,0
2021-03-08 23:12:58,negative,dogs,12
2021-04-04 08:23:45,negative,dogs,0
2020-12-18 04:00:42,positive,dogs,50
2020-06-27 11:19:13,positive,dogs,45
2020-07-01 16:27:08,positive,dogs,50
2021-04-07 01:26:43,positive,dogs,30
2021-06-13 04:04:17,negative,dogs,0
2020-09-05 14:44:54,negative,dogs,10
2020-08-22 21:15:23,positive,dogs,50
2021-01-01 02:14:27,positive,dogs,75
2020-11-08 01:42:48,negative,dogs,5
2020-12-24 08:13:51,neutral,dogs,20
2020-07-10 12:55:16,neutral,dogs,20
2021-02-24 09:01:42,positive,dogs,65
2021-03-24 13:14:17,positive,soccer,30
2020-12-29 09:21:19,positive,soccer,45
2021-02-06 05:25:02,positive,soccer,60
2020-07-16 12:03:44,negative,soccer,12
2020-08-06 18:05:48,positive,soccer,30
2020-09-14 09:57:43,positive,soccer,45
2021-04-10 10:48:19,positive,soccer,72
2021-06-07 02:21:10,positive,soccer,45
2020-11-16 16:19:20,positive,soccer,75
2020-10-27 12:39:49,neutral,public speaking,35
2020-07-02 14:33:34,positive,public speaking,45
2021-05-08 02:36:25,negative,public speaking,0
2020-09-29 23:56:32,negative,public speaking,5
2021-03-06 03:30:41,negative,public speaking,15
2020-08-26 03:42:47,positive,public speaking,30
2021-05-10 10:58:30,positive,public speaking,72
2020-07-15 08:09:46,positive,public speaking,50
2021-05-16 07:56:17,negative,public speaking,0
2020-08-07 15:44:03,positive,public speaking,72
2020-08-13 03:00:12,neutral,public speaking,20
2020-09-20 05:36:42,negative,public speaking,5
2020-11-09 02:12:42,positive,public speaking,72
2021-01-05 21:07:51,positive,public speaking,70
2020-08-02 10:58:09,positive,public speaking,65
2021-06-16 00:14:09,positive,public speaking,75
2020-06-28 19:04:10,positive,public speaking,75
2020-12-01 06:00:04,positive,public speaking,70
2020-12-22 19:50:19,positive,public speaking,72
2020-10-13 20:12:22,positive,culture,75
2020-11-12 07:44:52,positive,culture,50
2020-08-06 14:07:31,neutral,culture,20
2020-12-26 13:09:06,positive,culture,70
2021-02-19 10:19:29,negative,culture,12
2020-06-26 00:58:32,negative,culture,5
2021-04-17 18:58:10,positive,culture,65
2021-05-08 15:15:38,positive,culture,30
2021-05-13 00:39:33,positive,culture,75
2020-09-21 17:03:51,negative,culture,15
2021-01-20 19:27:23,negative,culture,0
2020-12-29 04:20:19,negative,culture,12
2020-12-19 04:52:09,positive,culture,70
2020-08-25 18:28:54,positive,culture,60
2021-05-30 18:37:34,neutral,culture,35
2020-08-15 17:11:45,negative,culture,12
2021-06-05 21:50:29,positive,culture,60
2020-06-24 07:50:05,negative,culture,5
2020-12-19 14:34:35,negative,culture,0
2020-07-02 02:47:07,negative,culture,5
2021-01-29 14:09:44,positive,culture,70
2020-12-11 07:27:20,positive,culture,75
2020-12-10 10:46:59,negative,culture,15
2020-12-28 13:19:17,negative,culture,12
2021-03-11 06:46:59,positive,culture,70
2021-05-24 07:36:44,positive,soccer,70
2020-09-23 00:01:51,positive,soccer,30
2021-01-04 04:23:04,negative,soccer,5
2020-12-30 16:22:53,positive,soccer,30
2020-07-23 22:05:20,neutral,soccer,20
2021-01-13 19:49:28,negative,soccer,0
2020-09-27 14:28:09,positive,soccer,75
2020-11-24 01:34:48,positive,soccer,65
2021-02-11 19:54:12,negative,soccer,15
2020-10-14 15:31:33,positive,soccer,50
2020-07-08 14:02:12,positive,soccer,60
2021-01-06 01:46:50,positive,soccer,65
2021-06-07 18:05:01,negative,soccer,15
2020-07-28 02:44:01,negative,soccer,12
2020-12-20 12:30:53,positive,soccer,70
2021-01-21 16:47:17,positive,soccer,30
2020-11-27 22:50:45,positive,soccer,60
2020-10-14 02:26:42,positive,soccer,70
2020-10-17 20:50:31,negative,soccer,15
2021-02-11 19:11:40,positive,soccer,30
2020-10-06 10:53:40,negative,soccer,12
2020-07-16 10:31:54,negative,soccer,15
2021-05-05 04:47:37,positive,soccer,70
2020-11-13 11:13:39,positive,soccer,60
2021-05-11 22:04:54,positive,soccer,70
2021-02-27 09:31:26,negative,soccer,5
2021-04-22 06:45:04,neutral,soccer,20
2021-06-02 00:16:21,negative,soccer,12
2020-08-06 04:47:56,positive,soccer,72
2021-05-10 04:24:32,positive,soccer,75
2020-07-14 09:44:36,negative,soccer,15
2020-10-01 09:00:31,positive,soccer,72
2020-09-06 02:30:01,positive,soccer,60
2020-12-12 20:53:38,positive,soccer,72
2021-05-01 23:54:07,negative,soccer,10
2020-11-21 00:30:50,positive,soccer,72
2020-11-09 23:04:09,negative,technology,10
2020-07-03 11:48:16,positive,technology,45
2021-04-13 13:44:19,negative,technology,15
2021-01-13 23:54:07,positive,technology,70
2021-02-21 06:56:33,negative,technology,15
2020-09-04 19:43:51,negative,technology,5
2021-03-29 16:35:40,neutral,technology,20
2021-04-21 01:20:17,positive,technology,30
2021-03-20 22:14:27,negative,technology,10
2020-07-06 09:31:13,negative,technology,12
2020-10-15 17:46:13,positive,technology,50
2021-05-10 15:45:24,negative,technology,15
2021-06-02 16:52:28,positive,soccer,72
2020-08-30 23:44:29,positive,soccer,65
2020-08-15 06:31:18,negative,soccer,5
2020-07-07 08:46:42,negative,soccer,15
2020-10-28 08:06:36,positive,soccer,72
2020-11-05 18:37:08,positive,soccer,50
2021-06-18 05:58:25,positive,soccer,65
2021-01-21 07:37:26,neutral,soccer,20
2021-02-07 03:22:09,negative,soccer,15
2020-08-23 12:57:21,negative,soccer,0
2020-07-03 06:24:25,negative,soccer,10
2021-02-16 16:12:05,positive,soccer,70
2020-10-19 21:59:10,negative,soccer,12
2021-02-14 12:18:11,neutral,soccer,20
2021-03-03 22:56:41,positive,soccer,65
2021-06-15 02:02:12,negative,soccer,15
2021-05-26 10:22:53,neutral,soccer,35
2021-05-07 10:36:33,negative,soccer,10
2020-08-24 18:08:13,neutral,soccer,35
2020-07-12 11:52:59,positive,soccer,75
2020-10-14 05:43:41,negative,soccer,0
2021-04-22 04:49:57,negative,soccer,0
2020-11-07 21:39:09,positive,soccer,70
2021-05-21 13:33:31,negative,soccer,12
2020-08-26 16:32:24,negative,soccer,12
2021-06-11 01:42:16,positive,soccer,50
2021-02-25 14:10:02,neutral,soccer,35
2021-03-04 19:59:01,positive,soccer,70
2021-04-18 08:19:57,negative,soccer,12
2021-04-17 15:46:40,negative,soccer,12
2021-03-29 03:25:10,neutral,soccer,20
2020-08-09 05:06:44,positive,soccer,70
2020-07-24 18:31:30,negative,soccer,10
2020-12-29 03:37:38,negative,soccer,5
2021-05-15 18:56:25,negative,food,0
2020-09-30 14:30:06,negative,food,10
2020-11-13 15:34:56,neutral,food,20
2020-12-30 12:42:48,negative,food,0
2021-01-26 07:13:11,positive,food,60
2020-07-14 03:49:07,positive,food,60
2020-10-05 09:59:36,positive,food,70
2020-11-24 21:37:28,positive,food,65
2020-08-07 18:37:14,positive,food,65
2020-09-15 03:05:28,negative,food,10
2020-10-08 06:51:57,positive,food,72
2021-04-01 22:48:49,negative,science,5
2020-10-12 02:28:52,negative,science,15
2021-04-17 04:01:52,positive,science,70
2021-06-03 19:34:11,positive,science,30
2020-12-14 22:02:21,positive,science,30
2020-12-27 23:17:04,positive,science,50
2021-03-17 17:12:34,positive,science,65
2021-03-30 12:01:20,positive,science,70
2020-09-01 20:32:53,positive,science,45
2020-09-10 20:33:13,positive,science,45
2021-02-25 14:12:04,negative,science,5
2020-07-27 23:00:57,positive,science,50
2020-09-05 07:27:00,negative,science,12
2020-07-21 09:54:09,negative,science,10
2021-04-14 21:36:54,positive,science,65
2020-08-29 18:57:14,positive,science,65
2020-11-18 03:47:03,positive,science,30
2020-08-25 19:31:01,positive,science,70
2020-08-17 13:56:59,positive,science,45
2021-06-13 00:37:56,positive,science,70
2021-02-04 07:44:45,neutral,science,20
2021-04-23 15:54:21,positive,science,70
2021-02-16 23:03:45,negative,science,12
2021-01-16 13:56:00,positive,science,60
2021-05-09 09:19:08,neutral,science,20
2021-05-17 23:05:04,neutral,science,35
2021-01-24 10:26:34,negative,science,10
2021-05-24 13:39:49,positive,animals,65
2020-12-24 13:49:59,negative,animals,5
2020-06-27 03:16:55,negative,animals,15
2020-12-16 20:19:56,positive,animals,30
2021-04-15 05:24:38,neutral,animals,20
2021-05-20 02:54:55,negative,animals,10
2021-03-12 23:18:53,neutral,animals,20
2020-08-11 23:23:40,positive,animals,60
2021-05-23 23:11:48,negative,animals,10
2020-12-19 12:23:12,neutral,animals,35
2020-08-22 16:59:37,negative,animals,12
2020-09-05 00:42:38,negative,animals,12
2021-01-06 20:43:54,neutral,animals,35
2021-06-17 13:00:05,negative,animals,5
2020-10-18 20:30:22,positive,animals,70
2020-11-13 01:34:02,neutral,animals,35
2020-12-26 16:36:22,negative,animals,15
2021-01-06 07:20:00,negative,animals,0
2020-09-09 16:50:28,negative,animals,10
2020-11-30 17:39:15,neutral,education,20
2021-01-23 05:19:02,negative,education,0
2021-01-22 09:44:43,positive,education,75
2020-10-02 05:26:25,positive,education,65
2021-06-13 10:40:57,negative,education,12
2020-07-08 09:27:25,neutral,education,20
